1,"General Edward Lawrence Logan Intl","Boston","United States","BOS","KBOS",42.364347,-71.005181,19,-5,"A"
10,"Stansted","London","United Kingdom","1STN21","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN22","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN23","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN24","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN25","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN26","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN27","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN28","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN29","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN30","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN31","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN32","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN33","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN34","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN35","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN36","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN37","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN38","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN39","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN40","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN41","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN42","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN43","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN44","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN45","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN46","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN47","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN48","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN49","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN50","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN51","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN52","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN53","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN54","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN55","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN56","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN57","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN58","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN59","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN60","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN61","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN62","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN63","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN64","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN65","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN66","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN67","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN68","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN69","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN70","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN71","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN72","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN73","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN74","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN75","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN76","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN77","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN78","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN79","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN80","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN81","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN82","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN83","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN84","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN85","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN86","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN87","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN88","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN89","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN90","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN91","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN92","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN93","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN94","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN95","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN96","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN97","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN98","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN99","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN100","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN101","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN102","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN103","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN104","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN105","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN106","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN107","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN108","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN109","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN110","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN111","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN112","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN113","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN114","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN115","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN116","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN117","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN118","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN119","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN120","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN121","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN122","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN123","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN124","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN125","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN126","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN127","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN128","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN129","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN130","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN131","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN132","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN133","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN134","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN135","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN136","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN137","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN138","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN139","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN140","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN141","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN142","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN143","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN144","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN145","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN146","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN147","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN148","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN149","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN150","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN151","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN152","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN153","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN154","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN155","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN156","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN157","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN158","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN159","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN160","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN161","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN162","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN163","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN164","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN165","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN166","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN167","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN168","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN169","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN170","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN171","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN172","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN173","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN174","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN175","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN176","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN177","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN178","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN179","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN180","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN181","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN182","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN183","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN184","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN185","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN186","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN187","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN188","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN189","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN190","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN191","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN192","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN193","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN194","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN195","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN196","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN197","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN198","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN199","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN200","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN201","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN202","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN203","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN204","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN205","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN206","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN207","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN208","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN209","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN210","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN211","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN212","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN213","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN214","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN215","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN216","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN217","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN218","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN219","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN220","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN221","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN222","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN223","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN224","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN225","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN226","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN227","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN228","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN229","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN230","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN231","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN232","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN233","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN234","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN235","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN236","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN237","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN238","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN239","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN240","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN241","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN242","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN243","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN244","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN245","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN246","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN247","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN248","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN249","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN250","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN251","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN252","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN253","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN254","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN255","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN256","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN257","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN258","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN259","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN260","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN261","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN262","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN263","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN264","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN265","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN266","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN267","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN268","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN269","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN270","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN271","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN272","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN273","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN274","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN275","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN276","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN277","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN278","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN279","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN280","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN281","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN282","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN283","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN284","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN285","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN286","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN287","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN288","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN289","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN290","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN291","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN292","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN293","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN294","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN295","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN296","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN297","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN298","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","1STN299","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB0","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB1","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB2","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB3","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB4","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB5","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB6","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB7","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB8","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB9","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB10","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB11","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB12","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB13","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB14","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB15","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB16","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB17","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB18","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB19","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB20","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB21","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB22","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB23","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB24","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB25","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB26","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB27","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB28","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB29","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB30","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB31","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB32","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB33","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB34","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB35","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB36","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB37","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB38","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB39","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB40","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB41","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB42","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB43","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB44","EGSS",51.885,0.235,348,0,"E"
